"DisNo.","Historic","Classification Key","Disaster Group","Disaster Subgroup","Disaster Type","Disaster Subtype","","Event Name","ISO","Country","Subregion","Region","Location","Origin","Associated Types","OFDA/BHA Response","Appeal","Declaration","AID Contribution ('000 US$)","Magnitude","Magnitude Scale","Latitude","Longitude","River Basin","Start Year","Start Month","Start Day","End Year","End Month","End Day","Total Deaths","No. Injured","No. Affected","No. Homeless","Total Affected","Total Damage ('000 US$)","Total Damage, Adjusted ('000 US$)","Entry Date","Last Update"
"2012-0375-THA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","THA","Thailand","South-eastern Asia","Asia","Tak, Sukhothai, Phitsanulok, Phichit, Chainat, Ang Thong, Phra Nakhon Si Ayudhya, Suphanburi, Phachinburi, Sa Kaeo, Nakhon Pathom, Chonburi, Rayong, Chachoengsao, Chaiyaphum provinces","Monsoonal rains","","No","No","Yes","","44011","Km2","17.09","99.64","","2012","8","15","2012","9","30","","","235545","","235545","","","2013-02-06","2023-09-25"
"2012-0378-IDN","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","","","IDN","Indonesia","South-eastern Asia","Asia","Pauh, Nanggalo, Lubeg, Kuranji areas (Kota Padang district, Sumatera Barat province)","","","No","No","No","","","Km2","","","","2012","9","12","2012","9","12","","","1150","","1150","","","2012-09-21","2023-09-25"
"2012-0396-PHL","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","PHL","Philippines","South-eastern Asia","Asia","Region VI (Western Visayas) province","","","No","No","No","","","Km2","","","","2012","3","27","2012","3","27","11","","","4835","4835","2000","2654","2012-10-23","2023-09-25"
"2012-0398-IDN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement","","","IDN","Indonesia","South-eastern Asia","Asia","Lindu village (Sigi area, Donggala district, Sulawesi Tengah province)","","","No","No","No","","6.3","Moment Magnitude","-1.315","120.096","","2012","8","18","2012","8","18","6","43","5485","2355","7883","","","2014-02-26","2023-09-25"
"2012-0406-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Typhoon Son Tinh (Ofel)","PHL","Philippines","South-eastern Asia","Asia","National Capital region (NCR), Region I (Ilocos region), Region III (Central Luzon), Region IV (Southern Tagalog), Region IV-A (Calabarzon), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Region XIII (Caraga) province","","Flood|Slide (land, mud, snow, rock)","No","No","No","","","Kph","","","","2012","10","25","2012","10","25","36","19","108021","","108040","1339","1777","2012-11-09","2023-09-25"
"2012-0406-VNM","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Typhoon Son Tinh (Ofel)","VNM","Viet Nam","South-eastern Asia","Asia","Nghe An, Thanh Hoa, Ninh Binh, Nam Dinh, Thai Binh, Hai Phong City provinces","","Flood","No","No","No","","","Kph","","","","2012","10","28","2012","10","28","11","90","","278400","278490","336000","445917","2012-11-12","2023-09-25"
"2012-0417-MMR","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement","","","MMR","Myanmar","South-eastern Asia","Asia","Chaung-U area (Monywa district, Sagaing province), Kyaukmyaung village (Shwebo district, Sagaing province), Myaung area (Sagaing district, Sagaing province), Mogok, Singu, Thabeikkyin areas (Pyin-Oo-Lwin district, Mandalay province), Kyaukse district (Mandalay province)","","Slide (land, mud, snow, rock)","No","No","No","","6.8","Moment Magnitude","23.005","95.885","","2012","11","11","2012","11","11","38","231","1255","","1486","1170","1553","2014-03-27","2023-09-25"
"2012-0426-IDN","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","IDN","Indonesia","South-eastern Asia","Asia","Serdang Bedagai, Nias districts (Sumatra Utara province), Mamasa district (Sulawesi Barat province)","Hevay rains","","No","No","No","","","Km2","","","Batu Ginging, Kuala Namu, Pekong, Ular","2012","11","7","2012","11","9","13","","15210","","15210","","","2013-02-06","2023-09-25"
"2012-0431-PHL","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement","","","PHL","Philippines","South-eastern Asia","Asia","Guian town (Eastern Samar district, Region VIII (Eastern Visayas) province)","","","No","No","No","","7.6","Moment Magnitude","10.811","126.638","","2012","8","31","2012","8","31","1","10","28869","","28879","3244","4305","2013-02-06","2023-09-25"
"2012-0432-IDN","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","","","IDN","Indonesia","South-eastern Asia","Asia","Parigimoutong, Kota Palu districts (Sulawesi Tengah province)","","","No","No","No","","","Km2","","","","2012","8","25","2012","8","25","4","5","1040","","1045","","","2012-11-19","2023-09-25"
"2012-0434-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Typhoon Karen","PHL","Philippines","South-eastern Asia","Asia","National Capital region (NCR), Region III (Central Luzon) provinces","","","No","No","No","","","Kph","","","","2012","9","13","2012","9","14","1","","1234","","1234","","","2012-11-19","2023-09-25"
"2012-0463-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Tropical Storm Marce (Gaemi)","PHL","Philippines","South-eastern Asia","Asia","Zambales district (Region III (Central Luzon) province), Mindoro Occidental district (Region IV (Southern Tagalog) province)","","","No","No","No","","80","Kph","","","","2012","10","3","2012","10","3","","","322","","322","","","2012-11-21","2023-09-25"
"2012-0500-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Typhoon Bopha","PHL","Philippines","South-eastern Asia","Asia","Region XI (Davao Region) province","","","Yes","No","No","","260","Kph","","","","2012","12","4","2012","12","4","1901","2666","6243998","","6246664","898352","1192233","2014-07-29","2023-09-25"
"2012-0504-KHM","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","","","KHM","Cambodia","South-eastern Asia","Asia","Banteay Meanchey province","Monsoonal rains","","No","No","No","","","Km2","","","","2012","9","17","2012","9","26","14","","71500","","71500","","","2013-02-06","2023-09-25"
"2012-0539-IDN","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","IDN","Indonesia","South-eastern Asia","Asia","Solok Selatan district (Sumatra Barat province), Dompu district (Nusatenggara Barat province)","","Slide (land, mud, snow, rock)","No","No","No","","","Km2","","","","2012","12","24","2012","12","25","3","","10500","","10500","","","2013-01-30","2023-09-25"
"2012-0540-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Tropical storm Wukong (Quinta)","PHL","Philippines","South-eastern Asia","Asia","Region IV (Southern Tagalog), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces","","Flood|Surge","No","No","No","120","","Kph","","","","2012","12","25","2012","12","27","24","3","241603","","241606","5526","7334","2013-01-30","2023-09-25"
"2012-0558-IDN","No","nat-met-sto-sto","Natural","Meteorological","Storm","Storm (General)","","Tropical Cyclone Iggy","IDN","Indonesia","South-eastern Asia","Asia","Dki Jakarta, Jawa Tengah, Jawa Timur, Jawa Barat provinces","","Slide (land, mud, snow, rock)|Surge","No","No","No","","","Kph","","","","2012","1","25","2012","1","25","16","60","10000","","10060","1000","1327","2013-03-28","2023-09-25"
"2012-0561-IDN","No","nat-met-sto-tor","Natural","Meteorological","Storm","Tornado","","","IDN","Indonesia","South-eastern Asia","Asia","Sulawesi Selatan, Sumatera Utara provinces","","","No","No","No","","","Kph","","","","2012","2","25","2012","2","25","5","","","490","490","","","2013-02-04","2023-09-25"
"2012-0575-IDN","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","IDN","Indonesia","South-eastern Asia","Asia","Kota Ternate district (Maluku Utara province)","","","No","No","No","","","Km2","","","","2012","5","9","2012","5","9","5","20","","1000","1020","","","2013-02-05","2023-09-25"
"2012-0582-IDN","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","","","IDN","Indonesia","South-eastern Asia","Asia","Kota Ambon district (Maluku province)","","Slide (land, mud, snow, rock)","No","No","No","","","Km2","","","","2012","7","31","2012","7","31","8","","3770","","3770","","","2013-02-05","2023-09-25"
"2012-0602-PHL","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","PHL","Philippines","South-eastern Asia","Asia","Region XIII (Caraga), Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen) provinces","Heavy rains","","No","No","No","","","Km2","","","","2012","6","12","2012","6","13","29","2","","30927","30929","1000","1327","2013-03-27","2023-09-25"
"2012-9109-THA","No","nat-cli-dro-dro","Natural","Climatological","Drought","Drought","","","THA","Thailand","South-eastern Asia","Asia","Lampang, Kamphaeng Phet, Nan, Phayao, Chiang Mai, Sukhothai (Northern provinces); Nong Khai, Si Sa Ket, Khon Kaen, Maha Sarakham, Udon Thani, Chaiyaphum (NorthEast provinces); Phetchaburi, Kanchanaburi, Prachuap Khiri Khan, Chon Buri, Nakhon Nayok, Suphan Buri, Chanthaburi, Chachoengsao, Trat, Phuket provinces. 17 are in the North, 19 in the Northeast, 5 in the central region, 6 in the East and 1 in the South.","","","No","No","Yes","","","Km2","","","","2012","4","","2012","8","","","","12000000","","12000000","1200","1593","2012-04-25","2024-04-09"
"2013-0007-IDN","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","IDN","Indonesia","South-eastern Asia","Asia","Dki Jakarta province","Moonsonal rains","","Yes","No","No","","1746","Km2","-6.17945","106.73","","2013","1","17","2013","1","31","34","","248846","","248846","3000000","3923921","2014-07-29","2023-09-25"
"2013-0019-PHL","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","","","PHL","Philippines","South-eastern Asia","Asia","Region X (Northen Mindanao) province","","Slide (land, mud, snow, rock)","No","No","No","","","Km2","","","","2013","1","15","2013","1","23","10","","507769","","507769","2800","3662","2013-02-25","2023-09-25"
"2013-0020-IDN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement","","","IDN","Indonesia","South-eastern Asia","Asia","Nangroe Aceh Darussalam province","","","No","No","No","","6.1","Moment Magnitude","4.927","95.907","","2013","1","22","2013","1","22","1","15","500","","515","","","2013-11-27","2023-09-25"
"2013-0022-IDN","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)","","","IDN","Indonesia","South-eastern Asia","Asia","Agam district (Sumatera Barat province), Kerinci district (Jambi province)","Heavy rains","","No","No","No","","","","","","","2013","1","25","2013","1","27","21","3","","","3","","","2013-02-25","2023-09-25"
"2013-0034-IDN","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","IDN","Indonesia","South-eastern Asia","Asia","Manggala, Biringkanaya, Panakkukang, Tamalanrea areas (Kota Makassar district, Sulawesi Selatan province), Pangkajene Kepulauan, Maros, Jeneponto, Barru, Gowa districts (Sulawesi Selatan province)","","","No","No","No","","67600","Km2","-0.86702","121.88","","2013","1","3","2013","1","10","8","","1000","","1000","","","2013-11-12","2023-09-25"
"2013-0036-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Tropcal storm Auring","PHL","Philippines","South-eastern Asia","Asia","Palawan, Mindoro Oriental districts (Region IV (Southern Tagalog) province), Zamboanga Del Norte district (Region IX (Zamboanga Peninsula) province), Compostela, Davao del Norte districts (Region XI (Davao Region) province)","","Flood","No","No","No","","","Kph","","","","2013","1","3","2013","1","10","1","","10597","","10597","","","2013-11-27","2023-09-25"
"2013-0063-IDN","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","IDN","Indonesia","South-eastern Asia","Asia","Kota Manado, Kepulauan-sangihe districts (Sulawesi Utara province), Rokanhulu district (Riau province)","Heavy rains","Slide (land, mud, snow, rock)","No","No","No","","28873.67","Km2","1.0256","124.51","","2013","2","15","2013","2","22","17","","58040","","58040","2000","2616","2014-03-19","2023-09-25"
"2013-0086-IDN","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)","","","IDN","Indonesia","South-eastern Asia","Asia","Cililin village (Bandung district, Jawa Barat province)","Torrential rain","","No","No","No","","","","","","","2013","3","25","2013","3","25","13","","","","","","","2013-04-08","2023-09-25"
"2013-0126-IDN","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","IDN","Indonesia","South-eastern Asia","Asia","Blora district (Jawa Tengah province), Bojonegoro, Ngawi, Tuban, Lamongan, Gresik districts (Jawa Timur province)","","","No","No","No","","","Km2","","","","2013","4","7","2013","4","11","11","","115000","","115000","","","2014-03-20","2023-09-25"
"2013-0160-MMR","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)","","","MMR","Myanmar","South-eastern Asia","Asia","Kalaw area (Tuanggyi district, Shan (S) province)","Heavy rains","","No","No","No","","","","","","","2013","5","3","2013","5","3","16","","","","","","","2013-05-24","2023-09-25"
"2013-0235-IDN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement","","","IDN","Indonesia","South-eastern Asia","Asia","Aceh Tengah, Bener Meriah districts (Nangroe Aceh Darussalam province)","","Slide (land, mud, snow, rock)","Yes","No","No","","6.1","Moment Magnitude","4.645","96.665","","2013","7","2","2013","7","2","48","2532","53403","","55935","130000","170037","2014-07-29","2023-09-25"
"2013-0258-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Typhoon Rumbia","PHL","Philippines","South-eastern Asia","Asia","Region III (Central Luzon), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces","","","No","No","No","","","Kph","","","","2013","6","30","2013","6","30","7","4","3592","","3596","1000","1308","2013-11-27","2023-09-25"
"2013-0263-MMR","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","MMR","Myanmar","South-eastern Asia","Asia","Kayin, Mon, Rakhine, Taninthayi, Ayeyawaddy province","Monsoon rains","","No","No","No","","125250.85","Km2","18.3122","98.16","","2013","7","25","2013","8","7","7","","73300","","73300","","","2014-01-14","2023-09-25"
"2013-0263-THA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","THA","Thailand","South-eastern Asia","Asia","Mae Sot district (Tak province)","","","No","No","No","","","Km2","","","","2013","7","25","2013","7","27","","","","","","97000","126873","2013-08-12","2023-09-25"
"2013-0266-VNM","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","VNM","Viet Nam","South-eastern Asia","Asia","Lao Cai, Son La, Quang Ninh, Tuyen Quang provinces","","","No","No","No","","","Km2","","","","2013","7","28","2013","7","30","5","","5000","","5000","6500","8502","2013-08-12","2023-09-25"
"2013-0267-IDN","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","IDN","Indonesia","South-eastern Asia","Asia","Galala, Passo, Sirimau, Teluk Ambon, Leitimur Selatan areas (Kota Ambon district, Maluku province), Kedaton, Rajabassa, Sukabumi, Teluk Betung areas (Kota Bandarlampung district, Lampung province)","Heavy rains","Slide (land, mud, snow, rock)","No","No","No","","","Km2","","","","2013","7","28","2013","7","30","12","","8140","","8140","","","2013-08-12","2023-09-25"
"2013-0272-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Tropical storm Utor (Labuyo)","PHL","Philippines","South-eastern Asia","Asia","Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon) provinces","","","No","No","No","","","Kph","","","","2013","8","12","2013","8","15","18","7","395723","","395730","32431","42419","2013-11-21","2023-09-25"
